lemma,lila_id,synset_id,sem_type,definition_pt,lexemes_pt,argumentSet
eripio,lilaLemma:101432,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01592456-v"" target=""_blank"">01592456-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;puxar ou arrancar bruscamente</small><br>,"<small><small>lexemas:</small></small>&ensp;tirar, arrancar, pelar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,DIR1,PAT] ou [ACT,PAT,ORIG] ou [ACT,PAT,DIR1]</small></small><br>"
eripio,lilaLemma:101432,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01213998-v"" target=""_blank"">01213998-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;obter apreendendo à força ou violência, também metaforicamente</small><br>","<small><small>lexemas:</small></small>&ensp;usurpar, reverenciar, idolatrar, adorar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,DIR1]</small></small><br>"
eripio,lilaLemma:101432,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01213614-v"" target=""_blank"">01213614-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;pegar ou capturar utilizando força</small><br>,"<small><small>lexemas:</small></small>&ensp;capturar, pegar, tomar<br>","<small><small>valências:&ensp;[ACT,ORIG,PAT] ou [ACT,PAT]</small></small><br>"
eripio,lilaLemma:101432,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01592072-v"" target=""_blank"">01592072-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;Puxa, ou mover-se com um movimento brusco</small><br>","<small><small>lexemas:</small></small>&ensp;arrancar, puxar<br>","<small><small>valências:&ensp;[ACT,PAT,ORIG]</small></small><br>"
erro,lilaLemma:101465,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01237901-v"" target=""_blank"">01237901-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;não chegar a alcançar</small><br>,"<small><small>lexemas:</small></small>&ensp;errar, falhar, faltar<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
excipio,lilaLemma:101865,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01440378-v"" target=""_blank"">01440378-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;parar no seu caminho</small><br>,"<small><small>lexemas:</small></small>&ensp;interceptar, intercetar, deter<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
excipio,lilaLemma:101865,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01480149-v"" target=""_blank"">01480149-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;capturar caçando, ou prendendo</small><br>","<small><small>lexemas:</small></small>&ensp;apanhar, capturar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
excipio,lilaLemma:101865,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01217043-v"" target=""_blank"">01217043-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;ser o suporte físico de; carregar o peso de</small><br>,"<small><small>lexemas:</small></small>&ensp;segurar, suportar, sustentar, suster, aguentar, agüentar, apoiar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
excipio,lilaLemma:101865,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01351170-v"" target=""_blank"">01351170-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;remover, geralmente com alguma força ou esforço; também usado em um sentido abstrato</small><br>","<small><small>lexemas:</small></small>&ensp;extrair, sacar, tirar<br>","<small><small>valências:&ensp;[ACT,DIR1,PAT] ou [ACT,PAT,DIR1] ou [ACT,ORIG,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,PAT] ou [ACT,DIR1,DIR3,PAT]</small></small><br>"
excipio,lilaLemma:101865,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01540844-v"" target=""_blank"">01540844-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;aceite</small><br>,"<small><small>lexemas:</small></small>&ensp;aceitar, recolher<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
exerceo,lilaLemma:101981,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01419473-v"" target=""_blank"">01419473-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;alterar a disposição ou a posição de</small><br>,"<small><small>lexemas:</small></small>&ensp;agitar, perturbar, remover<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
exigo,lilaLemma:102038,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01437254-v"" target=""_blank"">01437254-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;causar ou fazer com que algo seja dirigido ou transmitido para outro lugar;</small><br>,"<small><small>lexemas:</small></small>&ensp;despachar, enviar, remeter, transmitir<br>","<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,PAT] ou [ACT,PAT,DIR3]</small></small><br>"
exigo,lilaLemma:102038,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01468576-v"" target=""_blank"">01468576-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;colocar para fora ou expulsar um lugar</small><br>,"<small><small>lexemas:</small></small>&ensp;dividir, ejetar, excluir, separar, jogar<br>","<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,PAT] ou [ACT,DIR1,PAT]</small></small><br>"
exigo,lilaLemma:102038,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01507143-v"" target=""_blank"">01507143-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;Jogue com força</small><br>,"<small><small>lexemas:</small></small>&ensp;arremessar, atirar, lançar<br>","<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,PAT,DIR3]</small></small><br>"
facio,lilaLemma:102758,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01224744-v"" target=""_blank"">01224744-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;controlar e causar o funcionamento</small><br>,"<small><small>lexemas:</small></small>&ensp;controlar, operar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
fero,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01433294-v"" target=""_blank"">01433294-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;ir ou vir depois e trazer ou levar de volta</small><br>,"<small><small>lexemas:</small></small>&ensp;pegar, transmitir, trazer, levar, segurar<br>","<small><small>valências:&ensp;[ACT,DIR1,PAT] ou [ACT,DIR3,PAT] ou [ACT,PAT] ou [ACT,PAT,DIR3]</small></small><br>"
fero,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01438902-v"" target=""_blank"">01438902-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;causar a entrar em um estado ou condição especial</small><br>,"<small><small>lexemas:</small></small>&ensp;causar, fazer, levar, produzir, provocar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,EFF,PAT] ou [ACT,LOC,PAT] ou [ACT,PAT,DIR1,DIR3]</small></small><br>"
fero,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01434278-v"" target=""_blank"">01434278-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;remover a partir de um determinado local, ambiente ou estado mental ou emocional; transporte em um novo local ou estadual</small><br>","<small><small>lexemas:</small></small>&ensp;sacar, tirar<br>","<small><small>valências:&ensp;[ACT,DIR1,PAT] ou [ACT,PAT] ou [ACT,PAT,DIR3] ou [ACT,PAT,DIR1] ou [ACT,DIR1,DIR3,PAT]</small></small><br>"
fero,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01449974-v"" target=""_blank"">01449974-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;movimentar-se segurando algo, tanto em um veículo quanto com as mãos ou em um corpo</small><br>","<small><small>lexemas:</small></small>&ensp;carregar, levar, transportar<br>","<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,LOC,PAT] ou [ACT,PAT] ou [ACT,ADDR,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,DIR1,DIR3,PAT]</small></small><br>"
fluo,lilaLemma:103519,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01605692-v"" target=""_blank"">01605692-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;ser ou tornar-se completamente encharcado ou saturado com um líquido</small><br>,<small><small>lexemas:</small></small>&ensp;ensopar<br>,"<small><small>valências:&ensp;[ACT,MEANS] ou [ACT,PAT]</small></small><br>"
fluo,lilaLemma:103519,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01542668-v"" target=""_blank"">01542668-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;cair ou o fluxo de uma certa maneira</small><br>,"<small><small>lexemas:</small></small>&ensp;cair, desabar<br>","<small><small>valências:&ensp;[ACT] ou [ACT,MEANS] ou [ACT,DIR3]</small></small><br>"
fluo,lilaLemma:103519,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01482075-v"" target=""_blank"">01482075-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;ser suspenso ou pendurado</small><br>,"<small><small>lexemas:</small></small>&ensp;pendurar, dependurar, pender, suspender<br>","<small><small>valências:&ensp;[ACT,ORIG] ou [ACT] ou [ACT,MEANS]</small></small><br>"
frango,lilaLemma:103738,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01593937-v"" target=""_blank"">01593937-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;comprimir com violência, de forma natural ou condição</small><br>","<small><small>lexemas:</small></small>&ensp;apertar, esmagar, espremer<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,LOC,PAT]</small></small><br>"
frango,lilaLemma:103738,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01566185-v"" target=""_blank"">01566185-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;esmagar ou quebrar com força</small><br>,"<small><small>lexemas:</small></small>&ensp;destruir, destroçar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
fundo,lilaLemma:104012,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01376245-v"" target=""_blank"">01376245-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;distribuir descuidadosamente, salpicar</small><br>","<small><small>lexemas:</small></small>&ensp;espalhar, salpicar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,LOC] ou [ACT,LOC,PAT]</small></small><br>"
fundo,lilaLemma:104012,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01378556-v"" target=""_blank"">01378556-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;distribuir ou espalhar amplamente</small><br>,"<small><small>lexemas:</small></small>&ensp;disseminar, distribuir, espalhar, despregar, difundir, divulgar, estender, propagar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
fundo,lilaLemma:104012,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01475536-v"" target=""_blank"">01475536-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;transformar solto ou livre de contenção</small><br>,"<small><small>lexemas:</small></small>&ensp;liberar, libertar, soltar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,DIR1,PAT]</small></small><br>"
fundo,lilaLemma:104012,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01541803-v"" target=""_blank"">01541803-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;Despeje em gotas ou em pequenas quantidades ou como se em gotas ou pequenas quantidades</small><br>,"<small><small>lexemas:</small></small>&ensp;respingar, verter<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,LOC]</small></small><br>"
fundo,lilaLemma:104012,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01541579-v"" target=""_blank"">01541579-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;causar ou permitir (uma substância sólida) de correr ou derramar</small><br>,"<small><small>lexemas:</small></small>&ensp;derramar, verter<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,LOC]</small></small><br>"
fundo,lilaLemma:104012,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01568886-v"" target=""_blank"">01568886-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;envolver completamente</small><br>,"<small><small>lexemas:</small></small>&ensp;submergir, rodear<br>","<small><small>valências:&ensp;[ACT,PAT,LOC] ou [ACT,PAT] ou [ACT,PAT,MEANS] ou [ACT,LOC]</small></small><br>"
gero,lilaLemma:104536,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01449974-v"" target=""_blank"">01449974-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;movimentar-se segurando algo, tanto em um veículo quanto com as mãos ou em um corpo</small><br>","<small><small>lexemas:</small></small>&ensp;carregar, levar, transportar<br>","<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,LOC,PAT] ou [ACT,PAT] ou [ACT,ADDR,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,DIR1,DIR3,PAT]</small></small><br>"
gero,lilaLemma:104536,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01218084-v"" target=""_blank"">01218084-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,"<small><small>definição:</small>&ensp;ter ou ser capaz de suportar o peso, pressão ou responsabilidade de</small><br>",<small><small>lexemas:</small></small>&ensp;levar<br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
gero,lilaLemma:104536,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01432601-v"" target=""_blank"">01432601-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;mover-se enquanto segura ou apoia algo</small><br>,"<small><small>lexemas:</small></small>&ensp;carregar, nascer, trazer<br>","<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,PAT] ou [ACT,DIR1,DIR3,PAT]</small></small><br>"
hortor,lilaLemma:105727,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01230710-v"" target=""_blank"">01230710-v</a></small></small><br>",<small><small>categoria:&ensp;contato</small></small><br>,<small><small>definição:</small>&ensp;exortar sobre; causar a agir</small><br>,"<small><small>lexemas:</small></small>&ensp;incitar, provocar, estimular<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,ADDR,PAT]</small></small><br>"
